N,P,K,temperature,humidity,ph,rainfall,NPK_sum,N_to_P_ratio,temp_humidity_interaction,label
72.7,27.9,93.5,23.72,86.05,4.97,254.2,194.1,2.6057,20.4111,coconut
69.1,42.7,135.9,28.51,84.22,6.36,270.9,247.7,1.6183,24.0111,coconut
80.2,18.5,90.5,24.56,87.69,6.27,180.8,189.2,4.3351,21.5367,coconut
71.3,34.4,97.3,25.59,79.93,6.9,239.8,203.0,2.0727,20.4541,coconut
72.8,17.6,98.8,29.83,88.58,6.27,274.8,189.2,4.1364,26.4234,coconut
64.6,35.8,124.9,27.5,74.45,7.05,165.8,225.3,1.8045,20.4737,coconut
55.3,41.8,93.9,29.74,77.21,6.78,237.4,191.0,1.323,22.9623,coconut
72.2,37.2,74.0,27.45,95.95,6.0,191.4,183.4,1.9409,26.3383,coconut
86.9,42.5,131.8,30.77,77.46,6.43,214.3,261.2,2.0447,23.8344,coconut
76.2,50.7,101.1,27.4,73.24,6.11,139.8,228.0,1.503,20.0678,coconut
58.6,33.9,88.6,23.11,77.61,6.59,295.7,181.1,1.7286,17.9357,coconut
81.4,57.5,94.9,28.56,95.44,6.11,225.8,233.8,1.4157,27.2577,coconut
65.3,36.7,144.3,22.58,74.25,6.54,207.7,246.3,1.7793,16.7656,coconut
80.0,42.6,96.9,24.37,79.27,6.36,253.1,219.5,1.8779,19.3181,coconut
64.8,30.1,107.5,25.79,76.25,6.42,198.3,202.4,2.1528,19.6649,coconut
74.9,48.0,101.1,25.48,83.36,7.53,194.5,224.0,1.5604,21.2401,coconut
62.7,43.3,85.3,26.64,82.38,6.32,300.4,191.3,1.448,21.946,coconut
63.1,46.8,95.1,25.39,82.12,5.53,312.3,205.0,1.3483,20.8503,coconut
48.1,35.4,84.0,24.49,96.14,7.01,216.3,167.5,1.3588,23.5447,coconut
77.2,25.0,129.1,31.85,77.81,7.0,282.7,231.3,3.088,24.7825,coconut
75.2,38.7,112.0,26.3,84.39,5.51,254.2,225.9,1.9432,22.1946,coconut
76.0,21.4,159.7,22.42,87.03,6.15,183.4,257.1,3.5514,19.5121,coconut
73.9,32.3,95.8,27.1,79.12,6.72,202.9,202.0,2.2879,21.4415,coconut
59.3,36.5,92.8,25.19,87.92,6.76,302.0,188.6,1.6247,22.147,coconut
83.5,54.0,140.7,25.79,82.6,6.5,182.9,278.2,1.5463,21.3025,coconut
83.9,37.5,131.2,29.78,87.25,6.51,331.2,252.6,2.2373,25.9831,coconut
59.0,36.1,117.7,26.88,84.35,6.03,217.1,212.8,1.6343,22.6733,coconut
77.4,34.5,87.7,25.12,72.7,5.3,303.2,199.6,2.2435,18.2622,coconut
82.2,24.3,144.9,29.12,92.84,7.52,227.8,251.4,3.3827,27.035,coconut
63.4,35.7,108.6,30.87,97.42,6.02,272.0,207.7,1.7759,30.0736,coconut
65.9,35.8,101.4,29.34,83.94,6.59,295.8,203.1,1.8408,24.628,coconut
77.5,27.3,132.9,21.87,79.61,6.42,295.6,237.7,2.8388,17.4107,coconut
48.9,25.5,109.6,25.21,94.04,6.95,216.6,184.0,1.9176,23.7075,coconut
54.8,31.1,86.7,28.12,96.34,6.56,205.7,172.6,1.7621,27.0908,coconut
56.1,35.5,110.8,27.39,83.99,6.58,236.8,202.4,1.5803,23.0049,coconut
44.9,31.3,94.4,27.18,83.69,5.18,188.0,170.6,1.4345,22.7469,coconut
85.2,26.6,49.8,25.54,84.52,6.08,249.6,161.6,3.203,21.5864,coconut
42.2,37.3,92.4,24.49,74.95,6.87,207.2,171.9,1.1314,18.3553,coconut
74.8,39.3,99.4,33.02,83.25,6.83,283.3,213.5,1.9033,27.4892,coconut
81.4,36.0,86.9,28.07,95.29,6.02,217.2,204.3,2.2611,26.7479,coconut
65.9,30.5,121.5,29.61,83.99,5.71,170.3,217.9,2.1607,24.8694,coconut
60.6,39.8,94.5,28.02,78.76,6.56,296.0,194.9,1.5226,22.0686,coconut
73.3,33.5,119.6,28.12,87.98,5.05,247.3,226.4,2.1881,24.74,coconut
70.0,25.5,85.3,27.84,81.0,5.93,241.2,180.8,2.7451,22.5504,coconut
84.0,43.3,128.2,25.2,84.6,7.38,283.8,255.5,1.94,21.3192,coconut
33.2,37.8,84.5,24.21,77.39,7.22,274.9,155.5,0.8783,18.7361,coconut
57.1,34.0,63.2,28.97,78.78,6.74,209.5,154.3,1.6794,22.8226,coconut
77.9,22.4,134.7,28.47,89.43,6.65,222.0,235.0,3.4777,25.4607,coconut
70.7,29.0,92.9,30.35,85.7,5.52,195.5,192.6,2.4379,26.01,coconut
80.5,51.1,145.1,29.84,80.34,6.13,181.4,276.7,1.5753,23.9735,coconut
73.7,22.9,121.3,25.98,85.72,6.35,263.1,217.9,3.2183,22.2701,coconut
68.1,33.0,125.8,30.83,81.36,6.14,255.7,226.9,2.0636,25.0833,coconut
86.4,49.5,91.7,27.45,82.7,6.6,170.3,227.6,1.7455,22.7012,coffee
94.2,24.8,58.7,22.26,78.05,6.28,270.4,177.7,3.7984,17.3739,coffee
86.6,55.3,57.2,22.68,81.93,6.44,163.1,199.1,1.566,18.5817,coffee
88.0,70.7,84.9,22.71,71.91,5.91,172.5,243.6,1.2447,16.3308,coffee
43.8,24.1,83.9,19.64,78.86,6.23,266.8,151.8,1.8174,15.4881,coffee
70.4,42.1,53.3,24.43,73.8,5.94,297.2,165.8,1.6722,18.0293,coffee
89.5,43.9,62.6,21.37,70.68,6.49,219.8,196.0,2.0387,15.1043,coffee
57.5,53.8,93.6,22.92,72.83,5.87,228.4,204.9,1.0688,16.6926,coffee
76.4,66.1,75.8,24.11,74.73,5.34,261.8,218.3,1.1558,18.0174,coffee
82.8,48.8,81.0,27.86,85.47,5.1,240.1,212.6,1.6967,23.8119,coffee
81.6,66.4,53.8,19.71,74.57,6.57,216.9,201.8,1.2289,14.6977,coffee
80.5,46.7,79.2,25.16,70.37,6.09,213.0,206.4,1.7238,17.7051,coffee
84.0,49.5,50.1,25.17,78.79,6.12,175.2,183.6,1.697,19.8314,coffee
77.7,48.3,42.3,21.4,78.18,6.5,238.2,168.3,1.6087,16.7305,coffee
53.1,57.2,80.2,24.5,75.05,5.24,226.8,190.5,0.9283,18.3872,coffee
82.6,40.8,90.1,27.11,77.03,5.76,214.7,213.5,2.0245,20.8828,coffee
79.3,53.2,66.4,21.09,83.86,5.81,194.9,198.9,1.4906,17.6861,coffee
53.3,32.7,62.3,23.6,82.02,6.2,198.5,148.3,1.63,19.3567,coffee
95.7,42.2,94.0,24.01,81.51,5.62,251.6,231.9,2.2678,19.5706,coffee
83.0,38.6,67.3,24.34,70.9,5.42,260.9,188.9,2.1503,17.2571,coffee
54.3,45.9,69.1,24.92,95.32,5.42,218.6,169.3,1.183,23.7537,coffee
62.7,41.8,93.7,23.42,84.31,6.36,214.9,198.2,1.5,19.7454,coffee
66.5,56.3,65.0,24.28,81.1,5.6,200.1,187.8,1.1812,19.6911,coffee
66.5,36.2,60.8,20.72,71.01,5.68,262.8,163.5,1.837,14.7133,coffee
79.4,27.7,81.4,23.41,83.69,6.15,231.1,188.5,2.8664,19.5918,coffee
60.4,31.4,60.0,21.81,74.99,5.62,242.9,151.8,1.9236,16.3553,coffee
91.9,54.9,68.0,19.93,76.83,5.22,242.5,214.8,1.674,15.3122,coffee
90.7,35.3,51.5,21.73,67.92,5.27,219.2,177.5,2.5694,14.759,coffee
84.3,49.0,72.6,23.67,70.55,5.88,189.2,205.9,1.7204,16.6992,coffee
75.7,42.1,71.0,24.09,80.63,6.1,195.1,188.8,1.7981,19.4238,coffee
89.1,53.2,83.6,19.83,84.04,5.82,269.5,225.9,1.6748,16.6651,coffee
70.9,42.7,82.0,20.66,82.11,6.07,204.6,195.6,1.6604,16.9639,coffee
64.1,72.6,77.7,24.81,81.9,5.25,215.6,214.4,0.8829,20.3194,coffee
92.9,64.0,75.5,24.27,77.61,5.28,190.3,232.4,1.4516,18.8359,coffee
79.8,41.8,69.0,25.22,75.56,6.8,187.4,190.6,1.9091,19.0562,coffee
64.7,40.5,78.5,26.42,79.73,6.39,203.1,183.7,1.5975,21.0647,coffee
68.7,76.3,54.4,24.34,82.93,6.21,289.1,199.4,0.9004,20.1852,coffee
64.0,34.2,37.1,21.96,78.03,5.64,253.0,135.3,1.8713,17.1354,coffee
105.3,44.4,86.3,23.29,85.26,5.8,211.6,236.0,2.3716,19.8571,coffee
75.1,45.2,79.4,27.15,76.71,5.9,267.9,199.7,1.6615,20.8268,coffee
77.4,45.0,68.2,29.91,72.12,6.43,224.7,190.6,1.72,21.5711,coffee
85.8,27.6,85.0,24.16,77.94,6.06,277.4,198.4,3.1087,18.8303,coffee
56.8,50.0,59.8,24.34,78.64,6.11,307.4,166.6,1.136,19.141,coffee
91.4,35.3,60.1,24.81,77.51,5.83,266.0,186.8,2.5892,19.2302,coffee
65.9,59.4,58.2,23.06,85.68,6.22,233.3,183.5,1.1094,19.7578,coffee
102.5,30.4,77.9,25.91,82.83,6.02,254.5,210.8,3.3717,21.4613,coffee
70.3,45.6,47.8,25.52,69.41,5.92,230.5,163.7,1.5417,17.7134,coffee
90.6,22.8,59.3,23.89,87.21,5.6,165.7,172.7,3.9737,20.8345,coffee
37.5,23.5,74.1,22.2,61.55,5.85,207.1,135.1,1.5957,13.6641,coffee
57.4,36.6,53.1,19.2,90.91,5.47,196.7,147.1,1.5683,17.4547,coffee
70.6,38.0,60.8,24.83,76.28,5.88,206.3,169.4,1.8579,18.9403,coffee
44.5,59.7,39.0,23.53,76.86,5.94,292.8,143.2,0.7454,18.0852,coffee
84.0,44.6,78.5,21.16,77.64,4.94,269.3,207.1,1.8834,16.4286,coffee
79.7,57.9,60.4,20.18,80.31,5.81,245.4,198.0,1.3765,16.2066,coffee
60.1,41.2,54.6,24.65,78.0,5.43,258.4,155.9,1.4587,19.227,coffee
74.8,51.1,51.9,19.0,77.2,6.1,163.8,177.8,1.4638,14.668,coffee
87.1,37.7,64.1,23.75,85.85,6.15,255.5,188.9,2.3103,20.3894,coffee
43.5,37.1,47.9,25.11,81.39,5.73,262.9,128.5,1.1725,20.437,coffee
55.9,26.8,97.2,24.37,72.25,6.12,151.6,179.9,2.0858,17.6073,coffee
70.0,48.4,36.6,22.02,82.44,6.14,256.8,155.0,1.4463,18.1533,coffee
75.4,47.6,63.7,19.88,81.14,5.81,180.2,186.7,1.584,16.1306,coffee
74.1,52.8,71.5,24.47,74.73,6.51,161.0,198.4,1.4034,18.2864,coffee
88.3,47.1,59.1,26.0,82.75,5.61,276.4,194.5,1.8747,21.515,coffee
82.2,65.3,73.0,21.57,77.05,6.49,194.8,220.5,1.2588,16.6197,coffee
85.4,46.8,58.8,24.27,76.67,5.81,204.9,191.0,1.8248,18.6078,coffee
54.2,54.9,91.4,26.95,76.51,5.56,264.6,200.5,0.9872,20.6194,coffee
77.2,41.8,54.3,23.85,63.43,5.76,219.3,173.3,1.8469,15.1281,coffee
70.4,35.9,37.1,22.01,74.84,5.46,223.7,143.4,1.961,16.4723,coffee
96.9,52.2,51.8,25.6,82.28,6.21,222.9,200.9,1.8563,21.0637,coffee
77.6,44.1,75.4,21.16,77.87,5.26,242.2,197.1,1.7596,16.4773,coffee
65.0,53.3,68.3,19.75,70.29,6.46,222.1,186.6,1.2195,13.8823,coffee
87.8,48.5,80.5,25.03,83.79,5.53,234.0,216.8,1.8103,20.9726,coffee
83.4,37.1,77.0,21.98,76.21,6.23,212.4,197.5,2.248,16.751,coffee
62.7,55.7,61.1,22.21,70.67,5.91,242.3,179.5,1.1257,15.6958,coffee
69.8,36.3,63.2,21.43,91.24,6.01,241.0,169.3,1.9229,19.5527,coffee
70.0,51.3,64.6,21.82,71.68,5.66,296.4,185.9,1.3645,15.6406,coffee
93.4,57.8,96.4,26.51,83.28,6.04,216.7,247.6,1.6159,22.0775,coffee
78.0,41.2,79.7,27.16,73.38,5.95,223.6,198.9,1.8932,19.93,coffee
85.9,56.6,96.5,27.49,78.81,5.32,238.4,239.0,1.5177,21.6649,coffee
67.6,49.0,81.8,25.73,72.59,5.51,263.8,198.4,1.3796,18.6774,coffee
80.0,53.5,69.1,24.17,70.56,5.68,191.8,202.6,1.4953,17.0544,coffee
94.6,36.6,55.7,19.42,81.13,5.6,233.6,186.9,2.5847,15.7554,coffee
69.6,47.1,72.8,22.53,80.43,6.4,142.2,189.5,1.4777,18.1209,coffee
76.7,30.9,69.1,28.39,84.87,5.9,220.5,176.7,2.4822,24.0946,coffee
54.6,62.1,68.7,21.91,77.79,5.59,267.5,185.4,0.8792,17.0438,coffee
63.5,24.9,67.1,26.79,91.32,5.7,204.6,155.5,2.5502,24.4646,coffee
70.0,41.5,41.3,23.14,79.61,5.7,236.2,152.8,1.6867,18.4218,coffee
59.1,35.7,87.7,16.3,81.4,5.78,211.5,182.5,1.6555,13.2682,coffee
94.8,51.7,69.3,24.6,69.85,5.47,199.9,215.8,1.8337,17.1831,coffee
62.4,64.2,50.2,26.17,74.32,5.57,264.0,176.8,0.972,19.4495,coffee
86.8,51.5,76.7,22.88,81.12,6.21,193.4,215.0,1.6854,18.5603,coffee
77.8,74.6,58.0,26.08,77.49,5.97,240.3,210.4,1.0429,20.2094,coffee
75.5,31.2,77.9,18.83,79.13,5.84,240.8,184.6,2.4199,14.9002,coffee
97.3,32.0,82.3,19.54,73.1,5.9,200.2,211.6,3.0406,14.2837,coffee
41.1,36.1,84.3,23.51,78.73,5.88,235.4,161.5,1.1385,18.5094,coffee
72.1,46.2,67.7,24.19,78.71,5.82,197.3,186.0,1.5606,19.0399,coffee
58.8,34.7,64.2,26.39,70.92,6.11,248.3,157.7,1.6945,18.7158,coffee
45.6,37.5,61.2,24.6,81.86,6.08,184.0,144.3,1.216,20.1376,coffee
57.1,51.2,59.9,20.02,67.8,5.27,218.1,168.2,1.1152,13.5736,coffee
75.3,32.6,69.8,23.53,79.11,5.85,221.2,177.7,2.3098,18.6146,coffee
64.1,33.7,67.1,24.5,88.59,5.3,269.0,164.9,1.9021,21.7045,coffee
88.4,41.0,58.4,18.31,82.08,6.15,234.9,187.8,2.1561,15.0288,coffee
71.8,42.0,54.0,22.89,82.05,6.21,263.4,167.8,1.7095,18.7812,coffee
70.1,55.1,68.5,22.16,72.62,5.66,249.4,193.7,1.2722,16.0926,coffee
70.2,36.0,63.9,21.36,88.61,5.85,249.2,170.1,1.95,18.9271,coffee
73.5,37.8,54.0,24.25,86.26,5.06,218.4,165.3,1.9444,20.9181,coffee
68.7,50.8,81.6,20.13,72.94,6.29,265.7,201.1,1.3524,14.6828,coffee
62.2,53.0,94.8,24.04,75.15,6.18,217.5,210.0,1.1736,18.0661,coffee
89.8,59.3,83.5,24.4,85.53,6.36,169.5,232.6,1.5143,20.8693,coffee
65.6,49.7,59.9,25.71,88.78,6.49,222.5,175.2,1.3199,22.8253,coffee
69.2,46.3,69.3,20.19,70.41,5.41,245.9,184.8,1.4946,14.2158,coffee
81.4,50.8,91.6,19.24,71.98,6.26,173.8,223.8,1.6024,13.849,coffee
79.8,42.3,53.6,23.7,77.14,6.49,199.0,175.7,1.8865,18.2822,coffee
61.6,42.3,81.0,22.28,64.97,5.3,186.9,184.9,1.4563,14.4753,coffee
86.3,27.3,49.7,30.26,78.11,5.83,257.5,163.3,3.1612,23.6361,coffee
83.1,53.9,93.6,24.15,85.11,5.75,288.6,230.6,1.5417,20.5541,coffee
77.7,47.1,64.0,23.15,69.37,6.24,222.7,188.8,1.6497,16.0592,coffee
68.5,52.8,101.2,22.57,78.76,4.94,248.6,222.5,1.2973,17.7761,coffee
68.9,16.8,94.2,19.95,74.51,6.63,247.7,179.9,4.1012,14.8647,coffee
72.0,44.5,68.5,24.41,87.84,5.85,284.4,185.0,1.618,21.4417,coffee
56.5,36.4,59.9,22.8,74.58,6.27,207.2,152.8,1.5522,17.0042,coffee
74.4,60.0,72.7,22.8,87.11,5.88,222.3,207.1,1.24,19.8611,coffee
88.4,51.1,67.5,23.24,74.42,6.1,218.1,207.0,1.7299,17.2952,coffee
88.1,47.3,64.4,23.55,82.63,4.97,232.6,199.8,1.8626,19.4594,coffee
69.3,40.7,46.8,18.65,79.51,5.75,317.7,156.8,1.7027,14.8286,coffee
91.0,49.0,62.8,25.09,77.17,6.24,231.1,202.8,1.8571,19.362,coffee
103.6,35.7,54.5,20.88,73.26,6.02,200.1,193.8,2.902,15.2967,coffee
70.3,44.0,77.7,22.65,79.94,5.25,189.6,192.0,1.5977,18.1064,coffee
85.4,39.2,83.9,26.21,75.36,5.92,273.8,208.5,2.1786,19.7519,coffee
41.1,67.7,80.4,27.45,73.86,5.57,199.9,189.2,0.6071,20.2746,coffee
56.1,59.7,74.8,18.75,86.84,5.54,253.2,190.6,0.9397,16.2825,coffee
76.4,55.6,58.1,23.08,81.29,5.29,206.2,190.1,1.3741,18.7617,coffee
59.9,30.1,72.9,23.68,81.86,6.15,185.7,162.9,1.99,19.3844,coffee
105.6,53.6,81.1,19.23,75.65,6.35,251.2,240.3,1.9701,14.5475,coffee
84.0,46.9,61.8,25.01,76.88,6.75,207.9,192.7,1.791,19.2277,coffee
89.5,57.2,71.7,23.29,76.51,5.31,244.9,218.4,1.5647,17.8192,coffee
74.6,48.2,68.0,23.49,80.02,6.21,247.5,190.8,1.5477,18.7967,coffee
60.0,44.9,93.3,20.71,81.85,6.23,249.1,198.2,1.3363,16.9511,coffee
67.2,47.3,81.9,24.03,77.82,5.67,220.6,196.4,1.4207,18.7001,coffee
78.8,26.9,78.5,25.1,73.24,5.53,254.0,184.2,2.9294,18.3832,coffee
65.4,37.3,46.0,23.32,82.56,5.47,197.7,148.7,1.7534,19.253,coffee
85.1,48.7,72.4,21.72,78.2,5.69,144.1,206.2,1.7474,16.985,coffee
85.7,56.4,67.8,21.91,69.35,5.98,254.7,209.9,1.5195,15.1946,coffee
75.1,39.5,67.7,23.55,65.19,6.44,235.8,182.3,1.9013,15.3522,coffee
47.6,44.6,48.1,23.12,79.79,6.34,208.6,140.3,1.0673,18.4474,coffee
100.7,29.0,54.8,25.26,73.02,5.25,178.5,184.5,3.4724,18.4449,coffee
71.8,59.6,69.0,21.8,80.59,5.58,158.7,200.4,1.2047,17.5686,coffee
115.6,56.1,85.6,19.95,73.35,6.42,231.8,257.3,2.0606,14.6333,coffee
84.8,51.5,61.7,23.9,78.8,5.61,287.7,198.0,1.6466,18.8332,coffee
71.9,49.1,64.4,21.81,75.73,5.88,225.2,185.4,1.4644,16.5167,coffee
79.2,50.3,103.5,21.38,56.87,6.51,133.8,233.0,1.5746,12.1588,grapes
84.6,52.3,108.8,21.78,49.62,7.22,154.9,245.7,1.6176,10.8072,grapes
119.9,58.6,67.4,26.14,64.32,6.83,124.8,245.9,2.0461,16.8132,grapes
97.0,53.9,93.1,28.16,52.46,6.4,150.2,244.0,1.7996,14.7727,grapes
70.1,63.1,133.4,28.11,55.45,7.14,137.9,266.6,1.1109,15.587,grapes
85.4,59.3,149.6,21.99,69.39,6.42,153.2,294.3,1.4401,15.2589,grapes
90.3,51.2,96.1,27.97,77.02,6.17,165.4,237.6,1.7637,21.5425,grapes
68.1,36.4,118.7,19.67,53.99,6.8,139.4,223.2,1.8709,10.6198,grapes
97.1,70.0,137.0,24.39,56.1,7.56,127.6,304.1,1.3871,13.6828,grapes
71.9,48.1,104.6,26.46,58.48,6.07,127.4,224.6,1.4948,15.4738,grapes
60.8,58.6,128.5,18.76,57.62,6.27,113.2,247.9,1.0375,10.8095,grapes
86.2,35.8,114.3,31.28,77.47,7.1,112.4,236.3,2.4078,24.2326,grapes
83.7,54.9,138.8,28.98,57.76,6.54,147.6,277.4,1.5246,16.7388,grapes
85.0,56.0,89.4,26.94,58.9,7.04,100.9,230.4,1.5179,15.8677,grapes
72.8,56.5,92.9,22.1,74.93,6.47,165.4,222.2,1.2885,16.5595,grapes
75.0,85.1,120.6,24.8,66.61,6.86,121.2,280.7,0.8813,16.5193,grapes
103.1,48.7,116.9,27.37,69.89,7.5,196.6,268.7,2.117,19.1289,grapes
92.1,63.2,113.9,21.63,54.75,6.32,107.7,269.2,1.4573,11.8424,grapes
69.7,60.2,126.5,24.46,57.76,7.21,131.3,256.4,1.1578,14.1281,grapes
53.8,48.2,96.4,27.73,53.68,7.07,116.2,198.4,1.1162,14.8855,grapes
70.4,63.1,87.6,20.52,68.41,6.2,105.2,221.1,1.1157,14.0377,grapes
87.5,53.4,105.0,26.0,71.8,7.02,151.6,245.9,1.6386,18.668,grapes
74.9,63.8,107.2,19.74,57.2,6.83,97.4,245.9,1.174,11.2913,grapes
73.6,74.6,109.3,22.17,59.09,6.84,108.1,257.5,0.9866,13.1003,grapes
75.6,56.5,140.4,23.49,59.44,6.93,139.7,272.5,1.3381,13.9625,grapes
83.8,52.2,130.4,26.54,49.62,6.66,143.6,266.4,1.6054,13.1691,grapes
97.6,65.5,125.7,22.9,56.61,6.83,90.2,288.8,1.4901,12.9637,grapes
85.0,69.0,119.4,25.38,68.19,6.9,139.5,273.4,1.2319,17.3066,grapes
86.0,46.2,106.3,22.94,55.0,7.1,128.2,238.5,1.8615,12.617,grapes
81.4,50.5,97.9,23.41,62.74,6.19,102.1,229.8,1.6119,14.6874,grapes
77.0,61.8,91.1,28.75,51.54,7.32,105.3,229.9,1.246,14.8177,grapes
99.3,53.7,101.1,21.55,60.85,6.34,74.2,254.1,1.8492,13.1132,grapes
96.9,45.5,114.1,27.28,57.49,7.1,167.9,256.5,2.1297,15.6833,grapes
117.7,60.4,91.9,25.0,52.23,6.83,150.4,270.0,1.9487,13.0575,grapes
94.8,61.7,118.4,23.27,68.32,6.29,92.8,274.9,1.5365,15.8981,grapes
77.0,51.7,111.1,21.35,68.77,7.01,145.0,239.8,1.4894,14.6824,grapes
70.5,55.6,107.1,21.56,54.24,6.42,110.6,233.2,1.268,11.6941,grapes
100.2,49.2,138.2,22.78,60.27,7.23,147.9,287.6,2.0366,13.7295,grapes
72.0,44.0,65.8,24.55,62.35,6.52,112.6,181.8,1.6364,15.3069,grapes
98.0,50.0,107.3,26.81,47.48,6.2,115.9,255.3,1.96,12.7294,grapes
72.8,55.7,68.0,24.1,50.82,7.41,117.8,196.5,1.307,12.2476,grapes
90.6,40.2,119.8,24.3,72.29,6.87,108.6,250.6,2.2537,17.5665,grapes
68.0,50.8,130.2,24.75,53.48,7.15,160.0,249.0,1.3386,13.2363,grapes
97.5,55.9,88.0,26.43,72.07,6.46,147.5,241.4,1.7442,19.0481,grapes
65.3,66.9,90.5,26.93,51.24,6.04,127.7,222.7,0.9761,13.7989,grapes
89.4,51.9,81.0,20.84,67.27,7.47,150.6,222.3,1.7225,14.0191,grapes
81.8,42.5,116.3,24.15,59.51,6.8,84.3,240.6,1.9247,14.3717,grapes
86.6,52.9,108.2,28.68,60.63,7.0,94.3,247.7,1.6371,17.3887,grapes
78.7,49.3,109.4,21.05,76.85,7.06,136.9,237.4,1.5963,16.1769,grapes
78.3,60.5,107.6,25.22,51.97,6.67,143.4,246.4,1.2942,13.1068,grapes
87.5,51.6,95.5,24.49,66.76,6.89,132.0,234.6,1.6957,16.3495,grapes
69.0,27.9,137.6,23.3,66.43,7.44,77.9,234.5,2.4731,15.4782,grapes
68.9,91.9,120.4,29.77,88.84,6.79,98.4,281.2,0.7497,26.4477,grapes
79.3,56.4,91.3,25.11,53.38,7.18,135.4,227.0,1.406,13.4037,grapes
78.6,55.9,101.0,29.53,56.99,6.0,185.7,235.5,1.4061,16.8291,grapes
68.9,39.6,97.6,25.02,68.53,7.25,155.4,206.1,1.7399,17.1462,grapes
99.8,40.4,143.1,26.38,60.4,6.19,164.4,283.3,2.4703,15.9335,grapes
79.6,54.1,129.2,23.27,58.3,7.2,133.5,262.9,1.4713,13.5664,grapes
81.4,58.4,112.5,23.3,69.66,6.96,133.3,252.3,1.3938,16.2308,grapes
63.8,62.0,149.1,26.23,59.87,6.76,99.2,274.9,1.029,15.7039,grapes
118.1,57.4,144.0,26.28,54.87,6.76,148.8,319.5,2.0575,14.4198,grapes
123.8,43.1,110.4,26.79,67.81,6.7,123.2,277.3,2.8724,18.1663,grapes
72.5,30.0,106.8,26.13,65.0,6.47,142.3,209.3,2.4167,16.9845,grapes
104.6,54.0,107.8,20.99,59.5,6.72,125.8,266.4,1.937,12.489,grapes
83.5,49.7,95.9,22.58,59.12,7.68,132.0,229.1,1.6801,13.3493,grapes
110.7,42.4,149.7,27.55,54.68,7.32,122.8,302.8,2.6108,15.0643,grapes
90.4,63.3,94.9,19.12,67.8,6.45,130.6,248.6,1.4281,12.9634,grapes
86.6,39.2,132.4,25.88,59.12,6.91,150.0,258.2,2.2092,15.3003,grapes
45.0,61.2,128.8,24.66,55.84,6.84,93.3,235.0,0.7353,13.7701,grapes
70.9,40.9,108.9,27.55,51.72,6.74,87.7,220.7,1.7335,14.2489,grapes
85.3,56.3,151.2,26.25,65.14,6.4,135.6,292.8,1.5151,17.0992,grapes
88.2,64.3,83.8,23.01,57.93,6.98,161.0,236.3,1.3717,13.3297,grapes
65.6,51.6,113.4,22.87,45.9,7.14,167.3,230.6,1.2713,10.4973,grapes
73.3,71.9,105.2,23.43,52.37,6.47,94.4,250.4,1.0195,12.2703,grapes
93.9,74.2,134.2,26.74,60.13,7.58,114.9,302.3,1.2655,16.0788,grapes
62.9,57.4,122.1,18.09,60.36,7.41,88.0,242.4,1.0958,10.9191,grapes
87.1,60.4,80.5,25.47,60.05,7.02,111.2,228.0,1.4421,15.2947,grapes
104.8,65.6,139.8,22.35,58.94,6.31,153.1,310.2,1.5976,13.1731,grapes
91.2,60.4,124.7,25.57,50.19,6.96,124.7,276.3,1.5099,12.8336,grapes
90.4,59.4,94.3,26.03,55.0,6.91,115.7,244.1,1.5219,14.3165,grapes
52.7,49.8,108.0,20.01,71.47,7.01,138.6,210.5,1.0582,14.3011,grapes
71.8,38.1,89.0,24.32,70.29,7.44,105.1,198.9,1.8845,17.0945,grapes
117.9,41.1,111.6,25.47,66.62,6.73,164.8,270.6,2.8686,16.9681,grapes
75.4,78.8,118.0,25.26,65.92,7.62,125.2,272.2,0.9569,16.6514,grapes
105.2,58.2,108.3,24.63,69.24,6.96,115.0,271.7,1.8076,17.0538,grapes
75.2,52.5,106.0,21.34,53.03,6.68,139.7,233.7,1.4324,11.3166,grapes
80.6,67.6,82.7,21.79,62.26,7.76,148.5,230.9,1.1923,13.5665,grapes
93.2,47.5,121.7,20.87,53.04,7.13,164.9,262.4,1.9621,11.0694,grapes
86.6,60.8,76.5,26.66,53.18,6.62,119.8,223.9,1.4243,14.1778,grapes
91.1,55.8,115.6,24.65,64.94,6.83,152.2,262.5,1.6326,16.0077,grapes
71.9,59.6,79.0,24.84,69.57,7.05,127.5,210.5,1.2064,17.2812,grapes
66.8,51.6,116.0,19.88,60.45,6.74,109.7,234.4,1.2946,12.0175,grapes
70.8,45.4,114.9,24.9,75.19,6.85,105.6,231.1,1.5595,18.7223,grapes
76.5,46.8,123.1,26.9,63.69,6.47,97.6,246.4,1.6346,17.1326,grapes
81.3,47.2,132.2,19.47,55.79,6.13,106.5,260.7,1.7225,10.8623,grapes
101.6,55.0,136.0,23.39,53.31,6.84,152.9,292.6,1.8473,12.4692,grapes
86.4,39.4,82.8,20.29,70.15,6.86,142.7,208.6,2.1929,14.2334,grapes
92.8,42.5,113.8,23.74,63.03,7.01,94.0,249.1,2.1835,14.9633,grapes
87.3,56.4,155.2,22.3,67.41,6.57,81.3,298.9,1.5479,15.0324,grapes
67.2,53.7,117.4,26.14,40.74,6.26,97.2,238.3,1.2514,10.6494,grapes
85.3,56.9,98.4,25.51,63.96,6.41,105.6,240.6,1.4991,16.3162,grapes
87.1,54.5,113.4,28.87,57.91,7.22,117.4,255.0,1.5982,16.7186,grapes
